pk_service_type;fk_package_type;serviceTypeCode;submitterNumber;submitterTypeId;minValue;maxValue;currentValue;visible;isCod;hasDeliveryPoints;labelText;name;reportname;palletteMinValue;palletteMaxValue;palletteCurrentValue;pallettePrefix;isPalletteType;fk_image_logo;paymentType;printLabel
174;1017;HU_DPD;65;X;1;99999999999;1;0;NULL;0;NULL;Maďarsko - DPD;Maďarsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
175;1017;HU_MP;60;X;1;99999999999;1;0;NULL;0;NULL;Maďarsko - MP;Maďarsko - MP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
176;1017;HU_MP_VM;150;X;1;99999999999;1;0;NULL;1;NULL;Maďarsko - MP Vyd. místa;Maďarsko - MP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
177;1017;HU_MP_VA;150;X;1;99999999999;1;0;NULL;1;NULL;Maďarsko - MP Výd. automaty;Maďarsko - MP Výd. automaty;NULL;NULL;NULL;NULL;0;NULL;NULL;1
178;1017;HU_MP_NP;151;X;1;99999999999;1;0;NULL;1;NULL;Maďarsko - MP Na poštu;Maďarsko - MP Na poštu;NULL;NULL;NULL;NULL;0;NULL;NULL;1
179;1017;AT_RP;11;X;1;99999999999;1;0;NULL;0;NULL;Rakousko - RP;Rakousko - RP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
180;1017;AT_DPD;64;X;1;99999999999;1;0;NULL;0;NULL;Rakousko - DPD;Rakousko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
181;1017;IT_GLS;99;X;1;99999999999;1;0;NULL;0;NULL;Itálie - GLS;Itálie - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
182;1017;IT_DHL;111;X;1;99999999999;1;0;NULL;0;NULL;Itálie - DHL;Itálie - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
183;1017;FR_GLS;27;X;1;99999999999;1;0;NULL;0;NULL;Francie - GLS;Francie - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
184;1017;FR_COLHOME;75;X;1;99999999999;1;0;NULL;0;NULL;Francie - Colissimo;Francie - Colissimo;NULL;NULL;NULL;NULL;0;NULL;NULL;1
185;1017;FR_DHL;110;X;1;99999999999;1;0;NULL;0;NULL;Francie - DHL;Francie - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
186;1017;GB_GLS;28;X;1;99999999999;1;0;NULL;0;NULL;Velká Británie - GLS;Velká Británie - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
187;1017;GB_HERMES;74;X;1;99999999999;1;0;NULL;0;NULL;Velká Británie - Hermes;Velká Británie - Hermes;NULL;NULL;NULL;NULL;0;NULL;NULL;1
188;1017;GB_DHL;109;X;1;99999999999;1;0;NULL;0;NULL;Velká Británie - DHL;Velká Británie - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
189;1017;RO_GLS;23;X;1;99999999999;1;0;NULL;0;NULL;Rumunsko - GLS;Rumunsko - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
190;1017;RO_CARGUS;54;X;1;99999999999;1;0;NULL;0;NULL;Rumunsko - Cargus;Rumunsko - Cargus;NULL;NULL;NULL;NULL;0;NULL;NULL;1
191;1017;RO_FAN;63;X;1;99999999999;1;0;NULL;0;NULL;Rumunsko - FAN;Rumunsko - FAN;NULL;NULL;NULL;NULL;0;NULL;NULL;1
192;1017;RO_FAN_EB;176;X;1;99999999999;1;0;NULL;1;NULL;Rumunsko - FAN Ebox;Rumunsko - FAN Ebox;NULL;NULL;NULL;NULL;0;NULL;NULL;1
193;1017;RO_FAN_CP;176;X;1;99999999999;1;0;NULL;1;NULL;Rumunsko - FAN Collectpoint;Rumunsko - FAN Collectpoint;NULL;NULL;NULL;NULL;0;NULL;NULL;1
194;1017;SI_GLS;128;X;1;99999999999;1;0;NULL;0;NULL;Slovinsko - GLS;Slovinsko - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
195;1017;HR_GLS;25;X;1;99999999999;1;0;NULL;0;NULL;Chorvatsko - GLS;Chorvatsko - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
196;1017;BE_GLS;29;X;1;99999999999;1;0;NULL;0;NULL;Belgie - GLS;Belgie - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
197;1017;BE_DHL;123;X;1;99999999999;1;0;NULL;0;NULL;Belgie - DHL;Belgie - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
198;1017;BE_DPD;70;X;1;99999999999;1;0;NULL;0;NULL;Belgie - DPD;Belgie - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
199;1017;NL_GLS;30;X;1;99999999999;1;0;NULL;0;NULL;Nizozemsko - GLS;Nizozemsko - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
200;1017;NL_DHL;122;X;1;99999999999;1;0;NULL;0;NULL;Nizozemsko - DHL;Nizozemsko - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
201;1017;NL_DPD;69;X;1;99999999999;1;0;NULL;0;NULL;Nizozemsko - DPD;Nizozemsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
202;1017;DK_GLS;31;X;1;99999999999;1;0;NULL;0;NULL;Dánsko - GLS;Dánsko - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
203;1017;DK_DHL;121;X;1;99999999999;1;0;NULL;0;NULL;Dánsko - DHL;Dánsko - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
204;1017;DK_DPD;68;X;1;99999999999;1;0;NULL;0;NULL;Dánsko - DPD;Dánsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
205;1017;BG_SPEEDY;67;X;1;99999999999;1;0;NULL;0;NULL;Bulharsko - Speedy;Bulharsko - Speedy;NULL;NULL;NULL;NULL;0;NULL;NULL;1
206;1017;BG_ECONT;84;X;1;99999999999;1;0;NULL;0;NULL;Bulharsko - Econt;Bulharsko - Econt;NULL;NULL;NULL;NULL;0;NULL;NULL;1
207;1017;BG_GLS;32;X;1;99999999999;1;0;NULL;0;NULL;Bulharsko - GLS;Bulharsko - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
208;1017;BG_DHL;113;X;1;99999999999;1;0;NULL;0;NULL;Bulharsko - DHL;Bulharsko - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
209;1017;ES_GLS_DHL;33;X;1;99999999999;1;0;NULL;0;NULL;Španělsko - GLS/DHL;Španělsko - GLS/DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
210;1017;ES_CORREOS;76;X;1;99999999999;1;0;NULL;0;NULL;Španělsko - Correos;Španělsko - Correos;NULL;NULL;NULL;NULL;0;NULL;NULL;1
211;1017;PT_GLS_DHL;34;X;1;99999999999;1;0;NULL;0;NULL;Portugalsko - GLS/DHL;Portugalsko - GLS/DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
212;1017;FI_GLS_DHL;35;X;1;99999999999;1;0;NULL;0;NULL;Finsko - GLS/DHL;Finsko - GLS/DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
213;1017;GE_SPEEDEX;X;X;1;99999999999;1;0;NULL;0;NULL;Řecko - Speedex;Řecko - Speedex;NULL;NULL;NULL;NULL;0;NULL;NULL;1
214;1017;GE_ACS;81;X;1;99999999999;1;0;NULL;0;NULL;Řecko - ACS;Řecko - ACS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
215;1017;GE_GLS;36;X;1;99999999999;1;0;NULL;0;NULL;Řecko - GLS;Řecko - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
216;1017;SE_GLS_DHL;37;X;1;99999999999;1;0;NULL;0;NULL;Švédsko - GLS/DHL;Švédsko - GLS/DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
217;1017;IE_GLS;38;X;1;99999999999;1;0;NULL;0;NULL;Irsko - GLS;Irsko - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
218;1017;IE_DHL;112;X;1;99999999999;1;0;NULL;0;NULL;Irsko - DHL;Irsko - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
219;1017;EE_GLS;39;X;1;99999999999;1;0;NULL;0;NULL;Estonsko - GLS;Estonsko - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
220;1017;EE_DPD;71;X;1;99999999999;1;0;NULL;0;NULL;Estonsko - DPD;Estonsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
221;1017;EE_DHL;117;X;1;99999999999;1;0;NULL;0;NULL;Estonsko - DHL;Estonsko - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
222;1017;LU_GLS;40;X;1;99999999999;1;0;NULL;0;NULL;Lucembursko - GLS;Lucembursko - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
223;1017;LV_DHL;114;X;1;99999999999;1;0;NULL;0;NULL;Lotyšsko - DHL;Lotyšsko - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
224;1017;LT_DPD;73;X;1;99999999999;1;0;NULL;0;NULL;Litva - DPD;Litva - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
225;1017;LT_DHL;115;X;1;99999999999;1;0;NULL;0;NULL;Litva - DHL;Litva - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
226;1017;UA_MEEST;77;X;1;99999999999;1;0;NULL;0;NULL;Ukrajina - Meest;Ukrajina - Meest;NULL;NULL;NULL;NULL;0;NULL;NULL;1
227;1017;UA_NP;80;X;1;99999999999;1;0;NULL;0;NULL;Ukrajina - Nova Poshta;Ukrajina - Nova Poshta;NULL;NULL;NULL;NULL;0;NULL;NULL;1
228;1018;EE;3601;CZ;0;99999999;0;0;NULL;0;NULL;EMS;EMS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
229;1018;CE;3601;CZ;0;99999999;0;1;NULL;0;NULL;Obchodní balík do ciziny;Obchodních balíků do ciziny;NULL;NULL;NULL;NULL;0;NULL;NULL;1
230;1018;DR;3601;C;0;99999;0;1;NULL;0;NULL;Do ruky;Do ruky;NULL;NULL;NULL;NULL;0;149;NULL;1
231;1018;BB;3601;C;0;99999;0;0;NULL;0;NULL;Balík s udanou cenou do 10000,-Kč bez dobírky nebo s dobírkou;Balíků do 10tis.;NULL;NULL;NULL;NULL;0;NULL;NULL;1
232;1018;VV;3601;C;0;99999;0;0;NULL;0;NULL;Balík s udanou cenou nad 10000,-Kč bez dobírky nebo s dobírkou;Balíků nad 10tis.;NULL;NULL;NULL;NULL;0;NULL;NULL;1
233;1018;VL;3601;C;0;99999;0;0;NULL;0;NULL;Cenné psaní;Cenných psaní;NULL;NULL;NULL;NULL;0;NULL;NULL;1
234;1018;RR;3601;C;0;99999;0;1;NULL;0;NULL;Doporučená zásilka;Doporučených zásilek;NULL;NULL;NULL;NULL;0;NULL;NULL;1
235;1018;BA;3601;C;0;99999;0;0;NULL;0;NULL;Doporučený balíček;Doporučených balíčků;NULL;NULL;NULL;NULL;0;NULL;NULL;1
236;1018;BN;3601;C;0;99999;0;1;NULL;0;NULL;Nadrozměrná zásilka;Nadrozměrných zásilek;NULL;NULL;NULL;NULL;0;NULL;NULL;1
237;1018;DE;3601;C;0;99999;0;0;NULL;0;NULL;Do ruky se službou Garantovaný čas dodání (pracovní dny a sobota);Do ruky se službou;NULL;NULL;NULL;NULL;0;NULL;NULL;1
238;1018;NP;3601;C;0;99999;0;1;NULL;1;NULL;Na poštu;Na poštu;NULL;NULL;NULL;NULL;0;101;NULL;1
239;1018;BO;3601;C;0;99999;0;0;NULL;0;NULL;Obchodní balík;Obchodních balíků;NULL;NULL;NULL;NULL;0;NULL;NULL;1
240;1018;DV;3601;C;0;99999;0;1;NULL;0;NULL;Do ruky pro vybrané podavatele;Do ruky pro vybrané podavatele;NULL;NULL;NULL;NULL;0;NULL;NULL;1
241;1018;NB;3601;C;0;99999;0;1;NULL;1;NULL;Do balíkovny;Do balíkovny;NULL;NULL;NULL;NULL;0;148;NULL;1
242;1019;BA EXP;X;X;1;9999999999;1;0;NULL;0;NULL;BA EXP;BA EXP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
243;1019;BA STD;X;X;1;9999999999;1;0;NULL;0;NULL;BA STD;BA STD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
244;1019;BA Zajtra;X;X;1;9999999999;1;1;NULL;0;NULL;BA Zajtra;BA Zajtra;NULL;NULL;NULL;NULL;0;NULL;NULL;1
245;1019;CZ ECO;X;X;1;9999999999;1;0;NULL;0;NULL;CZ ECO;CZ ECO;NULL;NULL;NULL;NULL;0;NULL;NULL;1
246;1019;CZ eKuryr;X;X;1;9999999999;1;0;NULL;0;NULL;CZ eKuryr;CZ eKuryr;NULL;NULL;NULL;NULL;0;NULL;NULL;1
247;1019;CZ Point;X;X;1;9999999999;1;0;NULL;1;NULL;CZ Point;CZ Point;NULL;NULL;NULL;NULL;0;NULL;NULL;1
248;1019;Direct;X;X;1;9999999999;1;0;NULL;0;NULL;Direct;Direct;NULL;NULL;NULL;NULL;0;NULL;NULL;1
249;1019;E Expedited;X;X;1;9999999999;1;0;NULL;0;NULL;E Expedited;E Expedited;NULL;NULL;NULL;NULL;0;NULL;NULL;1
250;1019;E Express Doc;X;X;1;9999999999;1;0;NULL;0;NULL;E Express Doc;E Express Doc;NULL;NULL;NULL;NULL;0;NULL;NULL;1
251;1019;E Express Ltr;X;X;1;9999999999;1;0;NULL;0;NULL;E Express Ltr;E Express Ltr;NULL;NULL;NULL;NULL;0;NULL;NULL;1
252;1019;E Express Other;X;X;1;9999999999;1;0;NULL;0;NULL;E Express Other;E Express Other;NULL;NULL;NULL;NULL;0;NULL;NULL;1
253;1019;E Express12 Doc;X;X;1;9999999999;1;0;NULL;0;NULL;E Express12 Doc;E Express12 Doc;NULL;NULL;NULL;NULL;0;NULL;NULL;1
254;1019;E Express12 Ltr;X;X;1;9999999999;1;0;NULL;0;NULL;E Express12 Ltr;E Express12 Ltr;NULL;NULL;NULL;NULL;0;NULL;NULL;1
255;1019;E Express12 Other;X;X;1;9999999999;1;0;NULL;0;NULL;E Express12 Other;E Express12 Other;NULL;NULL;NULL;NULL;0;NULL;NULL;1
256;1019;E Ground Mps;X;X;1;9999999999;1;0;NULL;0;NULL;E Ground Mps;E Ground Mps;NULL;NULL;NULL;NULL;0;NULL;NULL;1
257;1019;E Ground Single;X;X;1;9999999999;1;0;NULL;0;NULL;E Ground Single;E Ground Single;NULL;NULL;NULL;NULL;0;NULL;NULL;1
258;1019;EU Svet;X;X;1;9999999999;1;0;NULL;0;NULL;EU Svet;EU Svet;NULL;NULL;NULL;NULL;0;NULL;NULL;1
259;1019;FDX EXP;X;X;1;9999999999;1;0;NULL;0;NULL;FDX EXP;FDX EXP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
260;1019;FDX IMP;X;X;1;9999999999;1;0;NULL;0;NULL;FDX IMP;FDX IMP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
261;1019;I Expedited;X;X;1;9999999999;1;0;NULL;0;NULL;I Expedited;I Expedited;NULL;NULL;NULL;NULL;0;NULL;NULL;1
262;1019;I Express Doc;X;X;1;9999999999;1;0;NULL;0;NULL;I Express Doc;I Express Doc;NULL;NULL;NULL;NULL;0;NULL;NULL;1
263;1019;I Express Ltr;X;X;1;9999999999;1;0;NULL;0;NULL;I Express Ltr;I Express Ltr;NULL;NULL;NULL;NULL;0;NULL;NULL;1
264;1019;I Express Other;X;X;1;9999999999;1;0;NULL;0;NULL;I Express Other;I Express Other;NULL;NULL;NULL;NULL;0;NULL;NULL;1
265;1019;I Ground Mps;X;X;1;9999999999;1;0;NULL;0;NULL;I Ground Mps;I Ground Mps;NULL;NULL;NULL;NULL;0;NULL;NULL;1
266;1019;I Ground Single;X;X;1;9999999999;1;0;NULL;0;NULL;I Ground Single;I Ground Single;NULL;NULL;NULL;NULL;0;NULL;NULL;1
267;1019;REV Modr;X;X;1;9999999999;1;0;NULL;0;NULL;REV Modr;REV Modr;NULL;NULL;NULL;NULL;0;NULL;NULL;1
268;1019;REV Ostr;X;X;1;9999999999;1;0;NULL;0;NULL;REV Ostr;REV Ostr;NULL;NULL;NULL;NULL;0;NULL;NULL;1
269;1019;REV SK;X;X;1;9999999999;1;0;NULL;0;NULL;REV SK;REV SK;NULL;NULL;NULL;NULL;0;NULL;NULL;1
270;1019;SK Droppoint;X;X;1;9999999999;1;0;NULL;0;NULL;SK Droppoint;SK Droppoint;NULL;NULL;NULL;NULL;0;NULL;NULL;1
271;1019;SK EXP10;X;X;1;9999999999;1;0;NULL;0;NULL;SK EXP10;SK EXP10;NULL;NULL;NULL;NULL;0;NULL;NULL;1
272;1019;SK EXP12;X;X;1;9999999999;1;0;NULL;0;NULL;SK EXP12;SK EXP12;NULL;NULL;NULL;NULL;0;NULL;NULL;1
273;1019;SK Obalka;X;X;1;9999999999;1;0;NULL;0;NULL;SK Obalka;SK Obalka;NULL;NULL;NULL;NULL;0;NULL;NULL;1
274;1019;SK Pack;X;X;1;9999999999;1;1;NULL;0;NULL;SK Pack;SK Pack;NULL;NULL;NULL;NULL;0;NULL;NULL;1
275;1019;SK Point;X;X;1;9999999999;1;0;NULL;1;NULL;SK Point;SK Point;NULL;NULL;NULL;NULL;0;NULL;NULL;1
276;1019;SK Sobota;X;X;1;9999999999;1;0;NULL;0;NULL;SK Sobota;SK Sobota;NULL;NULL;NULL;NULL;0;NULL;NULL;1
277;1006;AT_DPD;X;6830;1;9999999999;1;0;NULL;0;NULL;AT DPD HD;AT DPD HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
278;1006;BE_POST_HD;X;7909;1;9999999999;1;0;NULL;0;NULL;BE Belgická pošta HD;BE Belgická pošta HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
279;1006;BE_POST_PP;X;7910;1;9999999999;1;0;NULL;1;NULL;BE Belgická pošta PP;BE Belgická pošta PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
280;1006;BG_ECONT_BOX;X;19470;1;9999999999;1;0;NULL;1;NULL;BG Econt Box;BG Econt Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
281;1006;BG_ECONT_HD;X;19469;1;9999999999;1;0;NULL;0;NULL;BG Econt HD;BG Econt HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
282;1006;BG_ECONT_PP;X;19471;1;9999999999;1;0;NULL;1;NULL;BG Econt PP;BG Econt PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
283;1006;BG_SPEEDY_HD;X;4015;1;9999999999;1;0;NULL;0;NULL;BG Speedy HD;BG Speedy HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
284;1006;BG_SPEEDY_PP;X;4017;1;9999999999;1;0;NULL;1;NULL;BG Speedy PP;BG Speedy PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
285;1006;DE_HERMES_HD;X;6373;1;9999999999;1;0;NULL;0;NULL;DE Hermes HD;DE Hermes HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
286;1006;DE_HERMES_PP;X;6828;1;9999999999;1;0;NULL;1;NULL;DE Hermes PP;DE Hermes PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
287;1006;DK_POST_HD;X;4993;1;9999999999;1;0;NULL;0;NULL;DK Post Nord HD;DK Post Nord HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
288;1006;DK_POST_PP;X;4994;1;9999999999;1;0;NULL;1;NULL;DK Post Nord PP;DK Post Nord PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
289;1006;EE_OMNIVA_BOX;X;5062;1;9999999999;1;0;NULL;1;NULL;EE Omniva Box;EE Omniva Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
290;1006;EE_OMNIVA_HD;X;5060;1;9999999999;1;0;NULL;0;NULL;EE Omniva HD;EE Omniva HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
291;1006;EE_OMNIVA_PP;X;5061;1;9999999999;1;0;NULL;1;NULL;EE Omniva PP;EE Omniva PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
292;1006;ES_CORREOS;X;4638;1;9999999999;1;0;NULL;0;NULL;ES Correos HD;ES Correos HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
293;1006;ES_MRW_HD;X;4653;1;9999999999;1;0;NULL;0;NULL;ES MRW HD;ES MRW HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
294;1006;ES_MRW_PP;X;4654;1;9999999999;1;0;NULL;1;NULL;ES MRW PP;ES MRW PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
295;1006;FI_POST_HD;X;4830;1;9999999999;1;0;NULL;0;NULL;FI Post Nord HD;FI Post Nord HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
296;1006;FI_POST_PP;X;4828;1;9999999999;1;0;NULL;1;NULL;FI Post Nord PP;FI Post Nord PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
297;1006;FR_COLIS_HD;X;16080;1;9999999999;1;0;NULL;0;NULL;FR Colis Privé HD;FR Colis Privé HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
298;1006;FR_COLIS_PP;X;4307;1;9999999999;1;0;NULL;1;NULL;FR Colissimo PP;FR Colissimo PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
299;1006;FR_MONDIAL_PP;X;12889;1;9999999999;1;0;NULL;1;NULL;FR Mondial PP;FR Mondial PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
300;1006;GB_ROYAL_24;X;4856;1;9999999999;1;0;NULL;0;NULL;GB Royal Mail 24 HD;GB Royal Mail 24 HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
301;1006;GB_ROYAL_48;X;4857;1;9999999999;1;0;NULL;0;NULL;GB Royal Mail 48 HD;GB Royal Mail 48 HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
302;1006;GR_ACS_HD;X;17465;1;9999999999;1;0;NULL;0;NULL;GR ACS HD;GR ACS HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
303;1006;GR_ACS_PP;X;17467;1;9999999999;1;0;NULL;1;NULL;GR ACS PP;GR ACS PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
304;1006;GR_TAXYDROMIKI;X;8847;1;9999999999;1;0;NULL;0;NULL;GR Taxydromiki;GR Taxydromiki;NULL;NULL;NULL;NULL;0;NULL;NULL;1
305;1006;HR_DPD;X;4646;1;9999999999;1;0;NULL;0;NULL;HR DPD HD;HR DPD HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
306;1006;HR_POST_HD;X;4634;1;9999999999;1;0;NULL;0;NULL;HR Chorvatská pošta HD;HR Chorvatská pošta HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
307;1006;HR_POST_PP;X;4635;1;9999999999;1;0;NULL;1;NULL;HR Chorvatská pošta PP;HR Chorvatská pošta PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
308;1006;CH_POST_HD;X;3294;1;9999999999;1;0;NULL;0;NULL;CH LI Švýcarská pošta HD;CH LI Švýcarská pošta HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
309;1006;CH_POST_PP;X;3870;1;9999999999;1;0;NULL;0;NULL;CH LI Švýcarská pošta prioritní HD;CH LI Švýcarská pošta prioritní HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
310;1006;IE_HERMES;X;4524;1;9999999999;1;0;NULL;0;NULL;IE Hermes HD;IE Hermes HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
311;1006;LT_OMNIVA_BOX;X;5066;1;9999999999;1;0;NULL;1;NULL;LT Omniva Box;LT Omniva Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
312;1006;LT_OMNIVA_HD;X;5065;1;9999999999;1;0;NULL;0;NULL;LT Omniva HD;LT Omniva HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
313;1006;LU_DPD;X;4834;1;9999999999;1;0;NULL;0;NULL;LU DPD HD;LU DPD HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
314;1006;LU_POST_HD;X;8125;1;9999999999;1;0;NULL;0;NULL;LU Lucemburská pošta HD;LU Lucemburská pošta HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
315;1006;LV_OMNIVA_BOX;X;5064;1;9999999999;1;0;NULL;1;NULL;LV Omniva Box;LV Omniva Box;NULL;NULL;NULL;NULL;0;NULL;NULL;1
316;1006;LV_OMNIVA_HD;X;5063;1;9999999999;1;0;NULL;0;NULL;LV Omniva HD;LV Omniva HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
317;1006;NL_DHL_HD;X;8000;1;9999999999;1;0;NULL;0;NULL;NL DHL HD;NL DHL HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
318;1006;NL_DHL_PP;X;8001;1;9999999999;1;0;NULL;1;NULL;NL DHL PP;NL DHL PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
319;1006;NL_POST_HD;X;4329;1;9999999999;1;0;NULL;0;NULL;NL Nizozemská pošta HD;NL Nizozemská pošta HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
320;1006;PT_MRW_HD;X;4655;1;9999999999;1;0;NULL;0;NULL;PT MRW HD;PT MRW HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
321;1006;PT_MRW_PP;X;4656;1;9999999999;1;0;NULL;1;NULL;PT MRW PP;PT MRW PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
322;1006;RO_SAMEDAY;X;7397;1;9999999999;1;0;NULL;0;NULL;RO Sameday HD;RO Sameday HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
323;1006;RU_POST_RR_PP;X;5102;1;9999999999;1;0;NULL;0;NULL;RU Ruská pošta doporučený balík PP;RU Ruská pošta doporučený balík PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
324;1006;RU_POST_HD;X;5101;1;9999999999;1;0;NULL;0;NULL;RU Ruská pošta EMS HD;RU Ruská pošta EMS HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
325;1006;RU_POST_PP;X;4559;1;9999999999;1;0;NULL;0;NULL;RU Ruská pošta PP;RU Ruská pošta PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
326;1006;SE_POST_HD;X;4827;1;9999999999;1;0;NULL;0;NULL;SE Post Nord HD;SE Post Nord HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
327;1006;SE_POST_PP;X;4826;1;9999999999;1;0;NULL;1;NULL;SE Post Nord PP;SE Post Nord PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
328;1006;SI_DPD_HD;X;4949;1;9999999999;1;0;NULL;0;NULL;SI DPD HD;SI DPD HD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
329;1006;SI_DPD_PP;X;4950;1;9999999999;1;0;NULL;1;NULL;SI DPD PP;SI DPD PP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
330;1006;US_FEDEX_ECO;X;19326;1;9999999999;1;0;NULL;0;NULL;US FedEx HD Economy;US FedEx HD Economy;NULL;NULL;NULL;NULL;0;NULL;NULL;1
331;1006;US_FEDEX_PRI;X;19325;1;9999999999;1;0;NULL;0;NULL;US Fedex HD Priority;US Fedex HD Priority;NULL;NULL;NULL;NULL;0;NULL;NULL;1
332;1020;BP;X;X;1;99999999999;1;1;NULL;0;NULL;Business Parcel;Business Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
333;1020;BP_PS;X;X;1;99999999999;1;1;0;1;NULL;Business Parcel - Parcel Shop;Business Parcel - Parcel Shop;NULL;NULL;NULL;NULL;0;NULL;NULL;1
